MONGODB | Adding localhost:27017 to the cluster.
MONGODB | Connection refused - connect(2) for 127.0.0.1:27017
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003e6'), "info"=>{"fn"=>"Dewitt", "ln"=>"Peterson", "g"=>"M", "yr"=>1946, "res"=>{"city"=>"South New Berlin", "state"=>"NY", "loc"=>{"type"=>"Point", "coordinates"=>[-75.352...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003e7'), "info"=>{"fn"=>"Yung", "ln"=>"Peterson", "g"=>"F", "yr"=>1948, "res"=>{"city"=>"South New Berlin", "state"=>"NY", "loc"=>{"type"=>"Point", "coordinates"=>[-75.35249...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000277s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003e8'), "info"=>{"fn"=>"Pedro", "ln"=>"Peterson", "g"=>"M", "yr"=>1948, "res"=>{"city"=>"South New Berlin", "state"=>"NY", "loc"=>{"type"=>"Point", "coordinates"=>[-75.3524...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003e9'), "info"=>{"fn"=>"Dion", "ln"=>"Peterson", "g"=>"F", "yr"=>1980, "res"=>{"city"=>"South New Berlin", "state"=>"NY", "loc"=>{"type"=>"Point", "coordinates"=>[-75.35249...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000247s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ea'), "info"=>{"fn"=>"Frankie", "ln"=>"Cooper", "g"=>"M", "yr"=>1972, "res"=>{"city"=>"Granby", "state"=>"CT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.799377, 41.960...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000248s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003eb'), "info"=>{"fn"=>"Luana", "ln"=>"Bailey", "g"=>"F", "yr"=>1982, "res"=>{"city"=>"Laura", "state"=>"KY", "loc"=>{"type"=>"Point", "coordinates"=>[-82.448754, 37.763752...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00025s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ec'), "info"=>{"fn"=>"Kelsie", "ln"=>"Gomez", "g"=>"F", "yr"=>1992, "res"=>{"city"=>"Jay Peak", "state"=>"VT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.457231, 44.961...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ed'), "info"=>{"fn"=>"Beverlee", "ln"=>"Gomez", "g"=>"F", "yr"=>1954, "res"=>{"city"=>"Jay Peak", "state"=>"VT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.457231, 44.9...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000274s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ee'), "info"=>{"fn"=>"Maris", "ln"=>"Gomez", "g"=>"F", "yr"=>1973, "res"=>{"city"=>"Jay Peak", "state"=>"VT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.457231, 44.9618...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ef'), "info"=>{"fn"=>"Kymberly", "ln"=>"Gomez", "g"=>"F", "yr"=>1960, "res"=>{"city"=>"Jay Peak", "state"=>"VT", "loc"=>{"type"=>"Point", "coordinates"=>[-72.457231, 44.9...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000261s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f0'), "info"=>{"fn"=>"Jonathon", "ln"=>"Kelly", "g"=>"M", "yr"=>1972, "res"=>{"city"=>"Downey", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-112.109019, 42.41...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00028000000000000003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f1'), "info"=>{"fn"=>"Carmine", "ln"=>"Kelly", "g"=>"M", "yr"=>1965, "res"=>{"city"=>"Downey", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-112.109019, 42.418...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000256s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f2'), "info"=>{"fn"=>"Kenny", "ln"=>"Kelly", "g"=>"M", "yr"=>1994, "res"=>{"city"=>"Downey", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-112.109019, 42.41812...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00027s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f3'), "info"=>{"fn"=>"Salena", "ln"=>"Ward", "g"=>"F", "yr"=>1977, "res"=>{"city"=>"Rockdale", "state"=>"IL", "loc"=>{"type"=>"Point", "coordinates"=>[-88.135779, 41.5088...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000248s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f4'), "info"=>{"fn"=>"Keenan", "ln"=>"Ward", "g"=>"M", "yr"=>1971, "res"=>{"city"=>"Rockdale", "state"=>"IL", "loc"=>{"type"=>"Point", "coordinates"=>[-88.135779, 41.5088...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000283s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f5'), "info"=>{"fn"=>"Latina", "ln"=>"Cox", "g"=>"F", "yr"=>1946, "res"=>{"city"=>"Exeter", "state"=>"RI", "loc"=>{"type"=>"Point", "coordinates"=>[-71.607626, 41.574031]...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000295s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f6'), "info"=>{"fn"=>"Tran", "ln"=>"Cox", "g"=>"F", "yr"=>1991, "res"=>{"city"=>"Exeter", "state"=>"RI", "loc"=>{"type"=>"Point", "coordinates"=>[-71.607626, 41.574031]}}...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f7'), "info"=>{"fn"=>"Jermaine", "ln"=>"Cox", "g"=>"M", "yr"=>1992, "res"=>{"city"=>"Exeter", "state"=>"RI", "loc"=>{"type"=>"Point", "coordinates"=>[-71.607626, 41.57403...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f8'), "info"=>{"fn"=>"Leo", "ln"=>"Cox", "g"=>"M", "yr"=>1950, "res"=>{"city"=>"Exeter", "state"=>"RI", "loc"=>{"type"=>"Point", "coordinates"=>[-71.607626, 41.574031]}},...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003f9'), "info"=>{"fn"=>"Lynne", "ln"=>"Cox", "g"=>"F", "yr"=>1990, "res"=>{"city"=>"Exeter", "state"=>"RI", "loc"=>{"type"=>"Point", "coordinates"=>[-71.607626, 41.574031]}...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003fa'), "info"=>{"fn"=>"Edda", "ln"=>"Diaz", "g"=>"F", "yr"=>1982, "res"=>{"city"=>"Bluebell", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-110.294122, 40.35172...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003fb'), "info"=>{"fn"=>"Lakeshia", "ln"=>"Diaz", "g"=>"F", "yr"=>1979, "res"=>{"city"=>"Bluebell", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-110.294122, 40.3...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000245s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003fc'), "info"=>{"fn"=>"Margot", "ln"=>"Diaz", "g"=>"F", "yr"=>1980, "res"=>{"city"=>"Bluebell", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-110.294122, 40.351...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003fd'), "info"=>{"fn"=>"Mariana", "ln"=>"Diaz", "g"=>"F", "yr"=>1978, "res"=>{"city"=>"Bluebell", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-110.294122, 40.35...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003fe'), "info"=>{"fn"=>"Catalina", "ln"=>"Diaz", "g"=>"F", "yr"=>1964, "res"=>{"city"=>"Bluebell", "state"=>"UT", "loc"=>{"type"=>"Point", "coordinates"=>[-110.294122, 40.3...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c30003ff'), "info"=>{"fn"=>"Nelia", "ln"=>"Richardson", "g"=>"F", "yr"=>1973, "res"=>{"city"=>"Trinity", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.09127, 34.5...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000400'), "info"=>{"fn"=>"Saturnina", "ln"=>"Richardson", "g"=>"F", "yr"=>1988, "res"=>{"city"=>"Trinity", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.09127, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000401'), "info"=>{"fn"=>"Mikel", "ln"=>"Richardson", "g"=>"M", "yr"=>1976, "res"=>{"city"=>"Trinity", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.09127, 34.5...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000235s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000402'), "info"=>{"fn"=>"Aracely", "ln"=>"Richardson", "g"=>"F", "yr"=>1953, "res"=>{"city"=>"Trinity", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.09127, 34...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000403'), "info"=>{"fn"=>"Jamel", "ln"=>"Richardson", "g"=>"M", "yr"=>1972, "res"=>{"city"=>"Trinity", "state"=>"AL", "loc"=>{"type"=>"Point", "coordinates"=>[-87.09127, 34.5...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000247s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000404'), "info"=>{"fn"=>"Derrick", "ln"=>"Watson", "g"=>"M", "yr"=>1980, "res"=>{"city"=>"Moundhouse", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.742912, 3...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000282s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000405'), "info"=>{"fn"=>"Les", "ln"=>"Watson", "g"=>"M", "yr"=>1976, "res"=>{"city"=>"Moundhouse", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.742912, 39.21...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000273s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000406'), "info"=>{"fn"=>"Codi", "ln"=>"Watson", "g"=>"F", "yr"=>1991, "res"=>{"city"=>"Moundhouse", "state"=>"NV", "loc"=>{"type"=>"Point", "coordinates"=>[-119.742912, 39.2...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00025s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000407'), "info"=>{"fn"=>"Santiago", "ln"=>"Bennett", "g"=>"M", "yr"=>1967, "res"=>{"city"=>"Fremont", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.121836, 42....
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000245s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000408'), "info"=>{"fn"=>"Heide", "ln"=>"Bennett", "g"=>"F", "yr"=>1990, "res"=>{"city"=>"Fremont", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.121836, 42.984...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000293s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000409'), "info"=>{"fn"=>"Luke", "ln"=>"Bennett", "g"=>"M", "yr"=>1975, "res"=>{"city"=>"Fremont", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.121836, 42.9840...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00029299999999999997s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040a'), "info"=>{"fn"=>"Oliva", "ln"=>"Bennett", "g"=>"F", "yr"=>1976, "res"=>{"city"=>"Fremont", "state"=>"NH", "loc"=>{"type"=>"Point", "coordinates"=>[-71.121836, 42.984...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000247s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040b'), "info"=>{"fn"=>"Eloy", "ln"=>"Gray", "g"=>"M", "yr"=>1952, "res"=>{"city"=>"Culbertson", "state"=>"NE", "loc"=>{"type"=>"Point", "coordinates"=>[-100.850043, 40.223...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040c'), "info"=>{"fn"=>"Adena", "ln"=>"Gray", "g"=>"F", "yr"=>1994, "res"=>{"city"=>"Culbertson", "state"=>"NE", "loc"=>{"type"=>"Point", "coordinates"=>[-100.850043, 40.22...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000245s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040d'), "info"=>{"fn"=>"Kenny", "ln"=>"Gray", "g"=>"M", "yr"=>1966, "res"=>{"city"=>"Culbertson", "state"=>"NE", "loc"=>{"type"=>"Point", "coordinates"=>[-100.850043, 40.22...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000291s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040e'), "info"=>{"fn"=>"Roosevelt", "ln"=>"James", "g"=>"M", "yr"=>1981, "res"=>{"city"=>"Dyersville", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-91.118265, 4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000245s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300040f'), "info"=>{"fn"=>"Ronda", "ln"=>"James", "g"=>"F", "yr"=>1953, "res"=>{"city"=>"Dyersville", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-91.118265, 42.48...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000410'), "info"=>{"fn"=>"Gracia", "ln"=>"James", "g"=>"F", "yr"=>1987, "res"=>{"city"=>"Dyersville", "state"=>"IA", "loc"=>{"type"=>"Point", "coordinates"=>[-91.118265, 42.4...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000238s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000411'), "info"=>{"fn"=>"Tara", "ln"=>"Reyes", "g"=>"F", "yr"=>1981, "res"=>{"city"=>"Welch", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-81.534412, 37.400032]}...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000295s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000412'), "info"=>{"fn"=>"Jesus", "ln"=>"Reyes", "g"=>"M", "yr"=>1990, "res"=>{"city"=>"Welch", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-81.534412, 37.400032]...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000312s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000413'), "info"=>{"fn"=>"Billy", "ln"=>"Reyes", "g"=>"M", "yr"=>1973, "res"=>{"city"=>"Welch", "state"=>"WV", "loc"=>{"type"=>"Point", "coordinates"=>[-81.534412, 37.400032]...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000414'), "info"=>{"fn"=>"Fred", "ln"=>"Cruz", "g"=>"M", "yr"=>1979, "res"=>{"city"=>"Kendrick", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-116.604895, 46.62862...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000239s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000415'), "info"=>{"fn"=>"Allena", "ln"=>"Cruz", "g"=>"F", "yr"=>1956, "res"=>{"city"=>"Kendrick", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-116.604895, 46.628...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000416'), "info"=>{"fn"=>"Romana", "ln"=>"Cruz", "g"=>"F", "yr"=>1972, "res"=>{"city"=>"Kendrick", "state"=>"ID", "loc"=>{"type"=>"Point", "coordinates"=>[-116.604895, 46.628...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000417'), "info"=>{"fn"=>"Mathew", "ln"=>"Hughes", "g"=>"M", "yr"=>1980, "res"=>{"city"=>"Social Circle", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-83.706149, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000418'), "info"=>{"fn"=>"Bennie", "ln"=>"Hughes", "g"=>"M", "yr"=>1982, "res"=>{"city"=>"Social Circle", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-83.706149, ...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000243s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000419'), "info"=>{"fn"=>"Devin", "ln"=>"Hughes", "g"=>"M", "yr"=>1952, "res"=>{"city"=>"Social Circle", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-83.706149, 3...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041a'), "info"=>{"fn"=>"Shaunda", "ln"=>"Hughes", "g"=>"F", "yr"=>1980, "res"=>{"city"=>"Social Circle", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-83.706149,...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000241s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041b'), "info"=>{"fn"=>"Ivan", "ln"=>"Price", "g"=>"M", "yr"=>1976, "res"=>{"city"=>"Carroll", "state"=>"OH", "loc"=>{"type"=>"Point", "coordinates"=>[-82.708358, 39.795743...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000251s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041c'), "info"=>{"fn"=>"Sophie", "ln"=>"Myers", "g"=>"F", "yr"=>1972, "res"=>{"city"=>"Sauget", "state"=>"IL", "loc"=>{"type"=>"Point", "coordinates"=>[-90.138066, 38.63153...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024599999999999996s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041d'), "info"=>{"fn"=>"Lashanda", "ln"=>"Long", "g"=>"F", "yr"=>1954, "res"=>{"city"=>"Waverly", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-87.799108, 36.099...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000242s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041e'), "info"=>{"fn"=>"Jerica", "ln"=>"Long", "g"=>"F", "yr"=>1992, "res"=>{"city"=>"Waverly", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-87.799108, 36.09966...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000309s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c300041f'), "info"=>{"fn"=>"Eleonor", "ln"=>"Long", "g"=>"F", "yr"=>1954, "res"=>{"city"=>"Waverly", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-87.799108, 36.0996...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.00024s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000420'), "info"=>{"fn"=>"Perry", "ln"=>"Long", "g"=>"M", "yr"=>1950, "res"=>{"city"=>"Waverly", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-87.799108, 36.099664...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000244s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000421'), "info"=>{"fn"=>"Salley", "ln"=>"Long", "g"=>"F", "yr"=>1964, "res"=>{"city"=>"Waverly", "state"=>"TN", "loc"=>{"type"=>"Point", "coordinates"=>[-87.799108, 36.09966...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000265s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"racers", "documents"=>[{"_id"=>BSON::ObjectId('569a58bae301d083c3000422'), "info"=>{"fn"=>"Lamont", "ln"=>"Sanders", "g"=>"M", "yr"=>1946, "res"=>{"city"=>"Cusseta", "state"=>"GA", "loc"=>{"type"=>"Point", "coordinates"=>[-84.764537, 32.29...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000247s
